RAJ2h,RAJ2m,RAJ2s,DEJ2d,DEJ2m,DEJ2s,dSph,Name,FeH,eFeH
10,08,06.4100,+12,16,26.900,LeoI,71963,-1.55,0.11
10,08,06.4600,+12,21,21.900,LeoI,61398,-1.56,0.18
10,08,06.4700,+12,19,36.000,LeoI,61395,-1.83,0.15
10,08,06.5900,+12,17,58.800,LeoI,71955,-1.09,0.12
10,08,06.6500,+12,17,25.600,LeoI,71950,-1.52,0.12
10,08,06.6800,+12,17,48.700,LeoI,71948,-1.34,0.11
10,08,06.8400,+12,15,20.000,LeoI,71936,-1.64,0.13
10,08,06.9000,+12,21,26.400,LeoI,61387,-1.70,0.12
10,08,06.9300,+12,15,13.100,LeoI,71932,-1.19,0.11
10,08,07.1600,+12,20,13.200,LeoI,61378,-1.09,0.12
10,08,07.3500,+12,17,54.400,LeoI,71912,-1.37,0.14
10,08,07.4500,+12,16,08.600,LeoI,71906,-1.56,0.11
10,08,07.4900,+12,17,34.300,LeoI,71904,-1.54,0.11
10,08,07.5800,+12,13,13.700,LeoI,71893,-1.46,0.16
10,08,07.6400,+12,15,00.000,LeoI,71889,-1.86,0.19
10,08,07.6400,+12,16,14.600,LeoI,71890,-1.39,0.11
10,08,07.7600,+12,18,44.800,LeoI,61351,-1.08,0.12
10,08,07.8500,+12,21,00.300,LeoI,61347,-1.98,0.12
10,08,08.0000,+12,19,24.300,LeoI,61336,-1.09,0.11
10,08,08.0600,+12,19,53.600,LeoI,61331,-1.34,0.11
10,08,08.0600,+12,15,30.400,LeoI,71870,-1.18,0.12
10,08,08.1300,+12,20,22.200,LeoI,61329,-1.51,0.12
10,08,08.1700,+12,17,39.500,LeoI,71860,-1.94,0.12
10,08,08.1700,+12,15,33.600,LeoI,71859,-1.38,0.12
10,08,08.1700,+12,17,28.800,LeoI,71861,-1.33,0.12
10,08,08.2400,+12,15,23.400,LeoI,71856,-1.57,0.13
10,08,08.6100,+12,16,27.500,LeoI,71834,-1.48,0.11
10,08,08.6900,+12,18,15.100,LeoI,71829,-1.19,0.12
10,08,08.8000,+12,17,52.400,LeoI,71821,-1.33,0.12
10,08,08.9200,+12,15,39.300,LeoI,71809,-1.17,0.11
10,08,09.1800,+12,19,56.300,LeoI,61288,-1.28,0.11
10,08,09.3300,+12,21,53.900,LeoI,61282,-1.19,0.12
10,08,09.6000,+12,21,52.200,LeoI,61270,-2.06,0.42
10,08,09.7300,+12,18,53.200,LeoI,61264,-1.42,0.12
10,08,09.9100,+12,19,14.300,LeoI,61256,-1.10,0.12
10,08,09.9100,+12,21,24.100,LeoI,61260,-1.56,0.12
10,08,09.9500,+12,20,46.000,LeoI,61257,-1.12,0.12
10,08,09.9800,+12,19,27.800,LeoI,61252,-1.37,0.12
10,08,10.1100,+12,22,07.200,LeoI,61247,-1.84,0.13
10,08,10.1500,+12,16,03.300,LeoI,71736,-1.28,0.11
10,08,10.2000,+12,17,31.500,LeoI,71733,-1.63,0.12
10,08,10.5800,+12,20,30.000,LeoI,61231,-1.47,0.12
10,08,10.6600,+12,21,04.400,LeoI,61226,-1.42,0.14
10,08,10.7200,+12,16,57.600,LeoI,71692,-1.94,0.20
10,08,10.7300,+12,20,06.500,LeoI,61221,-1.47,0.18
10,08,10.7500,+12,17,24.100,LeoI,71688,-1.28,0.11
10,08,10.7500,+12,16,54.400,LeoI,71687,-1.35,0.12
10,08,10.7900,+12,20,55.600,LeoI,61219,-1.61,0.11
10,08,10.8600,+12,15,34.000,LeoI,71676,-1.79,0.13
10,08,10.9300,+12,17,15.600,LeoI,71670,-1.14,0.12
10,08,10.9500,+12,21,56.600,LeoI,61214,-1.68,0.11
10,08,11.0300,+12,15,45.500,LeoI,71660,-2.00,0.14
10,08,11.0600,+12,19,46.400,LeoI,61206,-1.77,0.12
10,08,11.1000,+12,18,15.600,LeoI,71659,-2.08,0.12
10,08,11.3700,+12,16,53.700,LeoI,71641,-1.71,0.13
10,08,11.3800,+12,20,36.200,LeoI,61189,-1.43,0.21
10,08,11.4100,+12,15,00.300,LeoI,71632,-1.15,0.13
10,08,11.7200,+12,16,51.800,LeoI,71612,-1.40,0.11
10,08,11.7300,+12,18,47.700,LeoI,61170,-1.25,0.12
10,08,11.7800,+12,19,07.000,LeoI,61168,-1.62,0.12
10,08,11.9500,+12,18,38.800,LeoI,61159,-1.92,0.12
10,08,12.2600,+12,23,19.500,LeoI,61151,-1.91,0.11
10,08,12.3000,+12,19,12.300,LeoI,61142,-1.37,0.12
10,08,12.3400,+12,15,50.500,LeoI,71559,-2.83,0.21
10,08,12.3500,+12,17,57.500,LeoI,71561,-1.33,0.11
10,08,12.3600,+12,18,59.500,LeoI,61137,-1.58,0.12
10,08,12.5400,+12,19,46.100,LeoI,61127,-1.27,0.14
10,08,12.5900,+12,22,39.800,LeoI,61128,-1.81,0.13
10,08,12.7200,+12,19,06.400,LeoI,61115,-1.63,0.13
10,08,12.9100,+12,18,01.100,LeoI,71520,-1.68,0.12
10,08,13.1500,+12,17,45.100,LeoI,71502,-1.34,0.12
10,08,13.2300,+12,16,31.000,LeoI,71492,-1.44,0.12
10,08,13.4100,+12,15,40.500,LeoI,71478,-1.16,0.12
10,08,13.4100,+12,21,49.400,LeoI,61067,-1.34,0.14
10,08,13.5400,+12,16,35.600,LeoI,71467,-1.23,0.13
10,08,13.6900,+12,16,03.100,LeoI,71452,-1.56,0.13
10,08,13.7100,+12,20,58.900,LeoI,61046,-1.11,0.11
10,08,13.7500,+12,19,07.800,LeoI,61043,-1.23,0.12
10,08,13.7800,+12,20,14.600,LeoI,61041,-1.37,0.13
10,08,13.8500,+12,18,55.900,LeoI,61035,-0.82,0.12
10,08,14.1900,+12,15,17.200,LeoI,71399,-1.74,0.14
10,08,14.2600,+12,21,16.400,LeoI,61015,-1.51,0.14
10,08,14.3400,+12,17,24.800,LeoI,71390,-1.27,0.11
10,08,14.6100,+12,15,25.000,LeoI,71349,-1.63,0.12
10,08,14.6500,+12,14,46.600,LeoI,71345,-1.67,0.12
10,08,14.7000,+12,19,28.900,LeoI,60983,-1.69,0.13
10,08,14.7000,+12,15,12.700,LeoI,71342,-3.01,0.29
10,08,14.9300,+12,20,43.600,LeoI,60970,-1.41,0.11
10,08,15.0500,+12,15,17.000,LeoI,71302,-1.52,0.12
10,08,15.1100,+12,22,06.600,LeoI,60961,-1.39,0.13
10,08,15.3200,+12,19,46.800,LeoI,60944,-1.08,0.12
10,08,15.3400,+12,11,24.000,LeoI,71256,-1.37,0.12
10,08,15.3600,+12,14,12.400,LeoI,71262,-1.30,0.11
10,08,15.4200,+12,18,44.400,LeoI,60939,-1.19,0.11
10,08,15.4400,+12,19,31.900,LeoI,60938,-1.03,0.12
10,08,15.4700,+12,18,01.500,LeoI,71250,-1.67,0.12
10,08,15.4900,+12,17,16.000,LeoI,71244,-1.26,0.11
10,08,15.5800,+12,13,15.000,LeoI,71228,-1.35,0.12
10,08,15.6300,+12,21,24.200,LeoI,60929,-1.16,0.12
10,08,15.6900,+12,18,51.800,LeoI,60926,-1.44,0.13
10,08,15.8500,+12,20,32.400,LeoI,60914,-1.23,0.11
10,08,15.8800,+12,16,07.500,LeoI,71204,-1.66,0.16
10,08,15.9400,+12,14,49.600,LeoI,71195,-1.54,0.12
10,08,16.0500,+12,15,17.200,LeoI,71187,-1.53,0.12
10,08,16.0600,+12,19,22.600,LeoI,60898,-1.94,0.13
10,08,16.0700,+12,24,04.000,LeoI,60904,-1.47,0.12
10,08,16.0800,+12,15,37.200,LeoI,71186,-1.80,0.14
10,08,16.0900,+12,25,34.500,LeoI,60907,-1.19,0.12
10,08,16.4600,+12,15,59.500,LeoI,71151,-1.26,0.11
10,08,16.5000,+12,18,40.800,LeoI,60865,-1.31,0.12
10,08,16.5600,+12,18,39.200,LeoI,60856,-1.62,0.12
10,08,16.8100,+12,19,05.800,LeoI,60840,-1.14,0.11
10,08,16.8800,+12,23,05.000,LeoI,60841,-1.57,0.11
10,08,16.9800,+12,13,57.400,LeoI,71095,-1.64,0.12
10,08,17.0400,+12,16,26.700,LeoI,71093,-1.50,0.12
10,08,17.0700,+12,18,14.900,LeoI,71094,-1.47,0.11
10,08,17.0700,+12,20,13.300,LeoI,60820,-1.25,0.12
10,08,17.1100,+12,19,28.500,LeoI,60810,-1.80,0.13
10,08,17.1200,+12,12,38.900,LeoI,71077,-1.62,0.12
10,08,17.1400,+12,18,52.100,LeoI,60806,-1.11,0.11
10,08,17.1500,+12,18,45.000,LeoI,60803,-1.15,0.11
10,08,17.2300,+12,19,29.500,LeoI,60796,-1.43,0.12
10,08,17.2500,+12,17,03.200,LeoI,71068,-1.86,0.13
10,08,17.3100,+12,17,00.500,LeoI,71065,-1.69,0.13
10,08,17.3300,+12,17,25.300,LeoI,71064,-1.00,0.12
10,08,17.5000,+12,21,57.500,LeoI,60775,-1.57,0.17
10,08,17.5400,+12,21,26.100,LeoI,60770,-1.62,0.12
10,08,17.5600,+12,16,15.700,LeoI,71030,-1.36,0.11
10,08,17.5700,+12,18,18.500,LeoI,71032,-1.29,0.11
10,08,17.5800,+12,18,42.900,LeoI,60760,-1.41,0.12
10,08,17.5800,+12,21,01.000,LeoI,60763,-1.00,0.11
10,08,17.6200,+12,19,10.700,LeoI,60756,-2.01,0.19
10,08,17.6800,+12,17,48.900,LeoI,71017,-1.69,0.12
10,08,17.8600,+12,17,39.900,LeoI,70996,-1.62,0.11
10,08,17.9900,+12,18,49.300,LeoI,60728,-1.91,0.14
10,08,18.0500,+12,20,58.800,LeoI,60727,-1.42,0.12
10,08,18.1800,+12,16,52.700,LeoI,70942,-1.05,0.11
10,08,18.2000,+12,20,54.200,LeoI,60713,-1.11,0.11
10,08,18.2100,+12,16,58.200,LeoI,70939,-1.28,0.13
10,08,18.3300,+12,15,26.300,LeoI,70919,-1.38,0.12
10,08,18.3500,+12,19,55.400,LeoI,60703,-1.14,0.12
10,08,18.4200,+12,17,24.800,LeoI,70914,-1.44,0.12
10,08,18.5400,+12,19,49.900,LeoI,60680,-1.27,0.11
10,08,18.6500,+12,16,53.900,LeoI,70886,-1.22,0.11
10,08,18.6700,+12,22,57.100,LeoI,60677,-1.27,0.15
10,08,18.8200,+12,18,12.500,LeoI,70875,-1.51,0.12
10,08,18.8400,+12,17,38.600,LeoI,70871,-1.31,0.11
10,08,18.8400,+12,19,38.000,LeoI,60651,-1.50,0.13
10,08,18.8600,+12,18,49.500,LeoI,60645,-1.29,0.13
10,08,18.8700,+12,19,53.300,LeoI,60649,-1.52,0.15
10,08,18.9200,+12,21,35.900,LeoI,60646,-1.09,0.11
10,08,18.9700,+12,20,29.300,LeoI,60634,-1.35,0.15
10,08,19.0200,+12,12,37.200,LeoI,70844,-1.77,0.13
10,08,19.1400,+12,20,48.600,LeoI,60623,-1.32,0.11
10,08,19.2500,+12,16,54.100,LeoI,70823,-1.44,0.11
10,08,19.2800,+12,13,55.700,LeoI,70814,-1.56,0.12
10,08,19.3300,+12,24,51.400,LeoI,60603,-1.86,0.33
10,08,19.5200,+12,15,54.000,LeoI,70789,-1.29,0.12
10,08,19.6400,+12,20,53.800,LeoI,60560,-1.23,0.17
10,08,19.6600,+12,18,09.800,LeoI,70775,-1.56,0.12
10,08,19.6900,+12,19,38.400,LeoI,60548,-1.51,0.13
10,08,19.7400,+12,16,55.000,LeoI,70755,-1.37,0.11
10,08,19.8700,+12,19,34.100,LeoI,60529,-1.59,0.13
10,08,19.9200,+12,14,48.900,LeoI,70728,-1.04,0.11
10,08,19.9900,+12,20,46.200,LeoI,60517,-2.09,0.18
10,08,20.0400,+12,18,03.000,LeoI,70719,-1.53,0.12
10,08,20.1100,+12,16,46.900,LeoI,70701,-1.47,0.12
10,08,20.1300,+12,21,24.400,LeoI,60503,-1.05,0.16
10,08,20.1400,+12,17,47.000,LeoI,70699,-1.11,0.11
10,08,20.2400,+12,16,47.300,LeoI,70680,-1.30,0.11
10,08,20.3000,+12,14,19.300,LeoI,70666,-1.23,0.11
10,08,20.4500,+12,21,03.800,LeoI,60462,-1.84,0.11
10,08,20.4800,+12,22,25.700,LeoI,60461,-2.14,0.12
10,08,20.4900,+12,17,45.000,LeoI,70649,-1.09,0.11
10,08,20.6100,+12,19,20.900,LeoI,60443,-1.48,0.12
10,08,20.9100,+12,18,53.700,LeoI,60414,-1.75,0.13
10,08,21.0000,+12,16,58.200,LeoI,70571,-1.20,0.11
10,08,21.1200,+12,19,43.200,LeoI,60396,-1.09,0.11
10,08,21.1900,+12,18,18.400,LeoI,70546,-1.51,0.13
10,08,21.2000,+12,16,12.200,LeoI,70531,-1.53,0.12
10,08,21.2200,+12,17,41.400,LeoI,70535,-1.56,0.11
10,08,21.2300,+12,21,43.300,LeoI,60391,-1.87,0.41
10,08,21.3200,+12,17,10.200,LeoI,70513,-1.82,0.14
10,08,21.3600,+12,19,11.500,LeoI,60371,-1.58,0.13
10,08,21.3900,+12,16,06.100,LeoI,70502,-1.77,0.12
10,08,21.4300,+12,17,39.000,LeoI,70500,-1.51,0.12
10,08,21.5300,+12,19,59.600,LeoI,60356,-1.19,0.13
10,08,21.6100,+12,12,51.200,LeoI,70458,-1.38,0.11
10,08,21.7800,+12,15,12.600,LeoI,70434,-1.16,0.12
10,08,21.8900,+12,19,33.400,LeoI,60310,-1.29,0.12
10,08,21.9300,+12,16,14.100,LeoI,70408,-1.05,0.11
10,08,22.0100,+12,19,37.400,LeoI,60291,-1.19,0.11
10,08,22.0500,+12,20,20.800,LeoI,60286,-1.32,0.11
10,08,22.0700,+12,17,53.400,LeoI,70391,-1.21,0.12
10,08,22.1400,+12,21,07.800,LeoI,60275,-1.15,0.13
10,08,22.2000,+12,21,39.200,LeoI,60268,-1.14,0.11
10,08,22.2100,+12,19,13.100,LeoI,60261,-1.19,0.12
10,08,22.3100,+12,15,23.600,LeoI,70356,-1.43,0.12
10,08,22.3600,+12,19,35.100,LeoI,60248,-1.41,0.12
10,08,22.4700,+12,22,39.900,LeoI,60239,-1.31,0.11
10,08,22.5300,+12,13,54.400,LeoI,70302,-1.58,0.12
10,08,22.5300,+12,20,24.600,LeoI,60230,-1.34,0.12
10,08,22.5300,+12,19,21.900,LeoI,60223,-1.32,0.11
10,08,22.5500,+12,14,23.500,LeoI,70301,-2.13,0.17
10,08,22.5500,+12,20,45.400,LeoI,60225,-1.10,0.11
10,08,22.5600,+12,19,24.800,LeoI,60220,-1.78,0.28
10,08,22.5700,+12,22,09.900,LeoI,60226,-1.38,0.12
10,08,22.6400,+12,16,54.900,LeoI,70288,-1.58,0.12
10,08,22.6400,+12,17,21.600,LeoI,70295,-1.37,0.11
10,08,22.7400,+12,14,30.700,LeoI,70264,-1.36,0.11
10,08,22.8300,+12,17,38.700,LeoI,70258,-1.49,0.12
10,08,23.1100,+12,21,59.500,LeoI,60148,-1.36,0.12
10,08,23.1200,+12,18,55.300,LeoI,60143,-1.50,0.13
10,08,23.1300,+12,17,45.600,LeoI,70211,-1.32,0.11
10,08,23.1300,+12,20,06.100,LeoI,60141,-1.88,0.14
10,08,23.2400,+12,18,38.100,LeoI,60132,-1.08,0.11
10,08,23.2600,+12,15,09.100,LeoI,70181,-1.28,0.11
10,08,23.2700,+12,15,53.900,LeoI,70182,-1.12,0.12
10,08,23.2900,+12,17,11.600,LeoI,70184,-1.31,0.11
10,08,23.3400,+12,20,45.600,LeoI,60119,-1.32,0.12
10,08,23.3800,+12,17,21.200,LeoI,70168,-1.32,0.12
10,08,23.5900,+12,20,08.800,LeoI,60091,-1.11,0.14
10,08,23.6400,+12,17,20.600,LeoI,70126,-1.52,0.12
10,08,23.6900,+12,13,18.300,LeoI,70106,-1.93,0.15
10,08,23.7900,+12,15,19.400,LeoI,70095,-1.28,0.12
10,08,23.8200,+12,17,10.900,LeoI,70097,-1.50,0.11
10,08,23.8400,+12,21,14.200,LeoI,60064,-1.19,0.13
10,08,23.8700,+12,16,16.500,LeoI,70079,-1.42,0.12
10,08,23.9300,+12,17,08.600,LeoI,70074,-1.48,0.11
10,08,23.9300,+12,18,40.500,LeoI,60047,-1.19,0.14
10,08,24.0700,+12,15,40.500,LeoI,70053,-1.31,0.11
10,08,24.2500,+12,18,53.500,LeoI,60019,-1.07,0.12
10,08,24.2500,+12,24,12.100,LeoI,60025,-2.00,0.31
10,08,24.2600,+12,14,00.600,LeoI,70023,-1.19,0.11
10,08,24.3600,+12,15,35.900,LeoI,70009,-1.06,0.12
10,08,24.4600,+12,17,53.600,LeoI,70001,-1.03,0.11
10,08,25.1300,+12,20,07.400,LeoI,23429,-1.10,0.11
10,08,25.1500,+12,20,07.500,LeoI,23429,-1.16,0.11
10,08,25.2200,+12,17,48.100,LeoI,33045,-1.80,0.17
10,08,25.3000,+12,19,22.100,LeoI,23405,-1.41,0.13
10,08,25.3400,+12,15,52.100,LeoI,33030,-1.40,0.12
10,08,25.3700,+12,16,53.200,LeoI,33024,-1.47,0.11
10,08,25.3700,+12,20,12.500,LeoI,23399,-1.28,0.12
10,08,25.3800,+12,15,26.600,LeoI,33020,-1.45,0.12
10,08,25.4400,+12,20,34.600,LeoI,23387,-1.24,0.13
10,08,25.4600,+12,20,00.800,LeoI,23382,-1.34,0.12
10,08,25.4800,+12,25,15.300,LeoI,23385,-1.94,0.17
10,08,25.5300,+12,17,58.300,LeoI,32990,-1.74,0.11
10,08,25.5400,+12,19,44.800,LeoI,23370,-1.30,0.18
10,08,25.5500,+12,18,46.600,LeoI,23364,-1.56,0.12
10,08,25.5600,+12,21,42.300,LeoI,23365,-3.14,0.52
10,08,25.5800,+12,16,40.900,LeoI,32980,-1.21,0.13
10,08,25.5900,+12,15,53.600,LeoI,32978,-1.24,0.12
10,08,25.6300,+12,20,29.100,LeoI,23349,-0.99,0.12
10,08,25.6600,+12,18,44.000,LeoI,23342,-1.32,0.13
10,08,25.6800,+12,18,07.700,LeoI,32964,-1.29,0.14
10,08,25.7400,+12,19,24.200,LeoI,23326,-1.21,0.13
10,08,25.8100,+12,15,40.100,LeoI,32942,-1.93,0.14
10,08,25.8300,+12,17,32.900,LeoI,32941,-1.31,0.11
10,08,25.8800,+12,16,02.700,LeoI,32933,-1.26,0.12
10,08,25.8800,+12,17,01.500,LeoI,32930,-0.85,0.12
10,08,25.9200,+12,20,57.800,LeoI,23305,-1.24,0.12
10,08,25.9300,+12,21,33.800,LeoI,23301,-1.31,0.13
10,08,26.0700,+12,14,51.600,LeoI,32903,-1.28,0.12
10,08,26.1400,+12,17,05.200,LeoI,32893,-1.48,0.12
10,08,26.2500,+12,20,17.200,LeoI,23259,-1.24,0.14
10,08,26.3100,+12,17,59.800,LeoI,32861,-0.97,0.12
10,08,26.3500,+12,17,59.800,LeoI,32861,-1.36,0.20
10,08,26.3900,+12,21,03.900,LeoI,23242,-1.19,0.12
10,08,26.4200,+12,18,00.700,LeoI,32848,-1.59,0.12
10,08,26.4800,+12,19,11.100,LeoI,23234,-1.07,0.11
10,08,26.5300,+12,24,31.400,LeoI,23231,-1.43,0.14
10,08,26.6500,+12,14,05.800,LeoI,32805,-1.18,0.11
10,08,26.6600,+12,19,40.000,LeoI,23195,-1.05,0.11
10,08,26.7000,+12,19,34.600,LeoI,23192,-1.63,0.11
10,08,26.7300,+12,18,55.600,LeoI,23188,-1.36,0.13
10,08,27.0700,+12,16,59.800,LeoI,32745,-1.17,0.12
10,08,27.0800,+12,14,06.500,LeoI,32732,-1.58,0.11
10,08,27.1100,+12,15,01.700,LeoI,32729,-1.40,0.12
10,08,27.1400,+12,20,06.300,LeoI,23131,-1.17,0.11
10,08,27.1500,+12,24,00.500,LeoI,23134,-1.15,0.18
10,08,27.2800,+12,17,31.000,LeoI,32711,-0.91,0.11
10,08,27.3400,+12,14,55.300,LeoI,32695,-1.53,0.11
10,08,27.3400,+12,22,18.000,LeoI,23094,-1.44,0.15
10,08,27.3500,+12,16,17.400,LeoI,32697,-1.15,0.11
10,08,27.4800,+12,15,24.500,LeoI,32681,-1.01,0.12
10,08,27.5500,+12,16,48.600,LeoI,32667,-1.91,0.13
10,08,27.5800,+12,13,35.600,LeoI,32653,-1.03,0.11
10,08,27.6200,+12,21,50.100,LeoI,23048,-1.32,0.14
10,08,27.6700,+12,19,57.300,LeoI,23044,-0.90,0.11
10,08,27.6700,+12,20,00.900,LeoI,23045,-2.05,0.12
10,08,27.7100,+12,16,40.200,LeoI,32642,-1.20,0.11
10,08,27.7300,+12,21,17.200,LeoI,23031,-1.24,0.11
10,08,27.8300,+12,18,10.400,LeoI,32621,-1.14,0.12
10,08,27.8800,+12,17,54.800,LeoI,32614,-1.30,0.11
10,08,27.9100,+12,19,19.400,LeoI,22996,-1.16,0.11
10,08,27.9100,+12,18,08.000,LeoI,32606,-1.21,0.12
10,08,27.9200,+12,17,44.700,LeoI,32615,-1.10,0.11
10,08,27.9900,+12,21,19.100,LeoI,22988,-1.22,0.12
10,08,28.1800,+12,16,28.600,LeoI,32560,-1.82,0.14
10,08,28.2200,+12,20,39.300,LeoI,22950,-1.27,0.15
10,08,28.2800,+12,20,17.200,LeoI,22939,-1.44,0.12
10,08,28.3400,+12,16,04.400,LeoI,32537,-1.17,0.11
10,08,28.3600,+12,17,24.500,LeoI,32535,-0.98,0.11
10,08,28.4200,+12,22,01.600,LeoI,22916,-1.38,0.13
10,08,28.4400,+12,18,49.100,LeoI,22911,-1.13,0.11
10,08,28.4600,+12,20,26.100,LeoI,22910,-1.32,0.11
10,08,28.4700,+12,16,35.100,LeoI,32519,-2.67,0.17
10,08,28.4900,+12,17,39.600,LeoI,32515,-1.03,0.12
10,08,28.5400,+12,19,08.000,LeoI,22889,-1.29,0.12
10,08,28.5500,+12,22,54.300,LeoI,22893,-1.19,0.12
10,08,28.6000,+12,20,42.300,LeoI,22883,-1.19,0.13
10,08,28.6000,+12,18,38.000,LeoI,22878,-1.44,0.12
10,08,28.6600,+12,22,33.400,LeoI,22875,-1.45,0.13
10,08,28.6900,+12,17,39.100,LeoI,32487,-1.24,0.11
10,08,28.7100,+12,16,25.500,LeoI,32484,-1.38,0.11
10,08,28.7300,+12,17,39.100,LeoI,32487,-1.26,0.12
10,08,28.7300,+12,17,55.100,LeoI,32483,-1.28,0.12
10,08,28.7400,+12,21,13.700,LeoI,22863,-1.57,0.13
10,08,28.8600,+12,18,40.200,LeoI,22835,-1.16,0.11
10,08,28.8700,+12,19,27.800,LeoI,22832,-1.03,0.11
10,08,28.8800,+12,19,51.000,LeoI,22831,-1.63,0.20
10,08,28.8900,+12,17,25.100,LeoI,32452,-1.38,0.12
10,08,28.8900,+12,20,21.800,LeoI,22830,-1.14,0.11
10,08,28.9800,+12,22,28.200,LeoI,22820,-1.26,0.12
10,08,29.0900,+12,12,32.500,LeoI,32417,-1.61,0.12
10,08,29.1000,+12,19,23.800,LeoI,22802,-1.59,0.13
10,08,29.1700,+12,17,57.900,LeoI,32409,-1.24,0.12
10,08,29.1700,+12,22,13.200,LeoI,22794,-1.58,0.13
10,08,29.2000,+12,16,24.000,LeoI,32402,-0.96,0.11
10,08,29.2400,+12,19,00.900,LeoI,22780,-1.93,0.13
10,08,29.2400,+12,17,29.200,LeoI,32394,-1.30,0.12
10,08,29.3700,+12,18,38.800,LeoI,22756,-1.25,0.12
10,08,29.3700,+12,12,05.400,LeoI,32365,-1.17,0.12
10,08,29.3700,+12,22,06.000,LeoI,22763,-0.88,0.14
10,08,29.4200,+12,12,13.600,LeoI,32355,-1.67,0.12
10,08,29.4400,+12,14,05.600,LeoI,32358,-1.27,0.11
10,08,29.4800,+12,19,14.400,LeoI,22736,-1.39,0.19
10,08,29.5300,+12,21,49.600,LeoI,22730,-1.28,0.12
10,08,29.5900,+12,19,42.100,LeoI,22719,-1.44,0.11
10,08,29.6500,+12,20,50.900,LeoI,22715,-1.18,0.13
10,08,29.8400,+12,17,31.600,LeoI,32303,-1.18,0.11
10,08,29.8600,+12,19,14.600,LeoI,22692,-1.38,0.12
10,08,29.8600,+12,13,44.700,LeoI,32296,-1.37,0.11
10,08,29.9300,+12,21,55.100,LeoI,22679,-1.86,0.13
10,08,30.0000,+12,20,05.600,LeoI,22664,-1.19,0.12
10,08,30.0400,+12,15,08.600,LeoI,32268,-1.65,0.11
10,08,30.0600,+12,17,00.900,LeoI,32266,-1.35,0.12
10,08,30.2200,+12,20,03.000,LeoI,22640,-1.54,0.12
10,08,30.3100,+12,20,25.200,LeoI,22621,-1.16,0.12
10,08,30.3700,+12,22,16.200,LeoI,22615,-1.00,0.12
10,08,30.5000,+12,19,42.700,LeoI,22595,-1.08,0.11
10,08,30.6600,+12,19,29.900,LeoI,22567,-2.75,0.18
10,08,30.6600,+12,17,55.900,LeoI,32186,-1.25,0.12
10,08,30.7100,+12,17,25.700,LeoI,32181,-1.64,0.12
10,08,30.9000,+12,13,56.700,LeoI,32142,-1.65,0.13
10,08,30.9600,+12,19,58.400,LeoI,22531,-1.09,0.11
10,08,30.9700,+12,19,53.900,LeoI,22529,-1.78,0.11
10,08,30.9900,+12,21,50.400,LeoI,22528,-1.21,0.11
10,08,31.0100,+12,13,06.300,LeoI,32122,-1.30,0.11
10,08,31.0500,+12,19,46.400,LeoI,22516,-1.91,0.17
10,08,31.1000,+12,20,05.300,LeoI,22508,-1.23,0.13
10,08,31.1200,+12,15,48.900,LeoI,32106,-1.34,0.12
10,08,31.1500,+12,14,32.600,LeoI,32102,-1.42,0.12
10,08,31.1800,+12,16,12.500,LeoI,32097,-1.45,0.11
10,08,31.2000,+12,18,41.100,LeoI,22491,-1.47,0.12
10,08,31.2300,+12,21,22.300,LeoI,22490,-1.59,0.12
10,08,31.3000,+12,20,21.900,LeoI,22480,-1.20,0.12
10,08,31.3100,+12,21,37.100,LeoI,22479,-1.55,0.27
10,08,31.3300,+12,17,14.800,LeoI,32075,-1.74,0.13
10,08,31.3800,+12,15,55.700,LeoI,32065,-1.18,0.11
10,08,31.4000,+12,21,53.000,LeoI,22464,-1.41,0.13
10,08,31.4800,+12,21,49.100,LeoI,22451,-1.21,0.12
10,08,31.5300,+12,20,17.300,LeoI,22440,-1.64,0.12
10,08,31.5700,+12,18,54.400,LeoI,22431,-0.91,0.11
10,08,31.6100,+12,15,42.000,LeoI,32019,-1.28,0.11
10,08,31.7900,+12,19,56.000,LeoI,22396,-1.11,0.11
10,08,31.8100,+12,20,05.500,LeoI,22390,-1.35,0.11
10,08,31.8400,+12,14,08.100,LeoI,31984,-1.66,0.12
10,08,31.8600,+12,22,30.900,LeoI,22385,-1.51,0.12
10,08,32.0200,+12,19,00.700,LeoI,22354,-1.29,0.12
10,08,32.0400,+12,18,45.300,LeoI,22352,-0.64,0.13
10,08,32.0600,+12,16,27.600,LeoI,31961,-1.89,0.12
10,08,32.1400,+12,18,55.000,LeoI,22337,-1.19,0.11
10,08,32.1800,+12,18,19.000,LeoI,31953,-1.87,0.20
10,08,32.2200,+12,17,54.500,LeoI,31942,-1.08,0.12
10,08,32.4300,+12,14,16.300,LeoI,31907,-1.52,0.12
10,08,32.5900,+12,18,06.000,LeoI,31893,-0.95,0.11
10,08,32.6200,+12,19,58.200,LeoI,22260,-1.28,0.12
10,08,32.6800,+12,20,11.400,LeoI,22254,-1.27,0.11
10,08,32.7700,+12,15,38.200,LeoI,31867,-1.30,0.11
10,08,32.8500,+12,17,35.200,LeoI,31856,-1.21,0.11
10,08,32.8900,+12,20,47.300,LeoI,22232,-1.14,0.12
10,08,32.9100,+12,16,57.000,LeoI,31849,-1.82,0.12
10,08,33.0200,+12,15,48.100,LeoI,31834,-0.91,0.12
10,08,33.0200,+12,20,52.600,LeoI,22210,-1.04,0.13
10,08,33.0400,+12,20,41.700,LeoI,22211,-1.64,0.13
10,08,33.0400,+12,18,11.900,LeoI,31835,-1.58,0.18
