RAJ2h,RAJ2m,RAJ2s,DEJ2d,DEJ2m,DEJ2s,dSph,Name,FeH,eFeH
02,39,45.5900,-34,23,02.200,For,52752,-0.91,0.13
02,39,45.6100,-34,38,44.700,For,52819,-1.62,0.39
02,39,45.7700,-34,24,35.700,For,52950,-0.84,0.12
02,39,45.8600,-34,21,23.100,For,53055,-1.27,0.15
02,39,45.9000,-34,33,57.600,For,53128,-0.78,0.14
02,39,46.0000,-34,32,47.300,For,53252,-1.16,0.11
02,39,46.0200,-34,40,22.400,For,53302,-1.32,0.31
02,39,46.0400,-34,32,19.800,For,53303,-0.57,0.12
02,39,46.1000,-34,34,12.700,For,53392,-0.79,0.11
02,39,46.1100,-34,29,01.200,For,53384,-0.95,0.12
02,39,46.2300,-34,32,55.900,For,53561,-1.46,0.28
02,39,46.2700,-34,40,52.100,For,53626,-1.39,0.41
02,39,46.4300,-34,36,37.800,For,53817,-1.09,0.11
02,39,46.4800,-34,27,35.400,For,53860,-1.10,0.11
02,39,46.5100,-34,38,23.400,For,53915,-1.11,0.14
02,39,46.7200,-34,21,33.800,For,54108,-1.52,0.15
02,39,46.7900,-34,22,01.400,For,54189,-1.43,0.13
02,39,46.8000,-34,34,46.900,For,54243,-1.00,0.12
02,39,46.9300,-34,21,37.300,For,54346,-0.39,0.12
02,39,47.0700,-34,28,20.700,For,54523,-1.18,0.11
02,39,47.0900,-34,31,49.800,For,54557,-1.06,0.11
02,39,47.2800,-34,32,02.600,For,54805,-1.08,0.12
02,39,47.3700,-34,33,10.700,For,54921,-0.80,0.12
02,39,47.5100,-34,33,24.700,For,55075,-1.29,0.24
02,39,47.6100,-34,40,15.500,For,55238,-1.11,0.12
02,39,47.6500,-34,27,05.800,For,55262,-0.79,0.11
02,39,47.8900,-34,24,28.300,For,55588,-0.79,0.12
02,39,47.9100,-34,27,46.700,For,55609,-0.73,0.11
02,39,48.0300,-34,31,24.500,For,55778,-1.28,0.11
02,39,48.2800,-34,22,09.200,For,56106,-0.88,0.14
02,39,48.2900,-34,39,02.800,For,56166,-0.96,0.12
02,39,48.3300,-34,28,16.400,For,56190,-0.84,0.11
02,39,48.3400,-34,28,29.700,For,56215,-1.06,0.12
02,39,48.3800,-34,37,42.500,For,56285,-0.97,0.21
02,39,48.3800,-34,31,46.500,For,56270,-2.05,0.21
02,39,48.4000,-34,33,41.300,For,56299,-0.91,0.12
02,39,48.4300,-34,28,01.900,For,56314,-0.98,0.15
02,39,48.6700,-34,25,43.900,For,56607,-1.20,0.16
02,39,48.9000,-34,22,09.500,For,56884,-1.17,0.14
02,39,49.0200,-34,28,41.600,For,57052,-1.05,0.14
02,39,49.0300,-34,32,44.000,For,57079,-0.74,0.11
02,39,49.1700,-34,31,58.100,For,57226,-0.78,0.11
02,39,49.2300,-34,32,51.600,For,57300,-1.31,0.16
02,39,49.2300,-34,34,04.600,For,57304,-0.94,0.11
02,39,49.2600,-34,26,03.900,For,57320,-1.18,0.11
02,39,49.3300,-34,33,52.400,For,57415,-1.04,0.12
02,39,49.4800,-34,33,01.500,For,57576,-0.97,0.11
02,39,49.5900,-34,33,55.700,For,57717,-0.73,0.12
02,39,49.6000,-34,33,03.100,For,57729,-0.78,0.11
02,39,49.6100,-34,27,26.500,For,57730,-0.50,0.11
02,39,49.6800,-34,28,50.600,For,57800,-0.61,0.11
02,39,49.7700,-34,33,09.300,For,57928,-0.69,0.11
02,39,49.8000,-34,34,25.200,For,57983,-1.36,0.24
02,39,49.9000,-34,39,06.300,For,58135,-0.37,0.14
02,39,50.1500,-34,34,45.500,For,58416,-0.76,0.12
02,39,50.1900,-34,35,59.300,For,58456,-0.87,0.11
02,39,50.3600,-34,23,01.400,For,58636,-1.59,0.12
02,39,50.5900,-34,25,33.200,For,58913,-1.14,0.12
02,39,50.6400,-34,26,47.400,For,58973,-1.05,0.11
02,39,50.7400,-34,34,51.800,For,59119,-1.28,0.11
02,39,50.8700,-34,33,42.400,For,59268,-1.05,0.12
02,39,50.9100,-34,38,12.200,For,59311,-1.12,0.12
02,39,51.0900,-34,25,17.200,For,59489,-0.71,0.11
02,39,51.3600,-34,32,06.300,For,59793,-0.84,0.12
02,39,51.6000,-34,38,40.100,For,60092,-1.30,0.28
02,39,51.6100,-34,22,43.900,For,60072,-1.18,0.14
02,39,51.9800,-34,36,30.600,For,60521,-0.86,0.11
02,39,51.9900,-34,23,21.300,For,60506,-1.16,0.12
02,39,52.0400,-34,33,15.200,For,60577,-0.84,0.11
02,39,52.1900,-34,23,14.700,For,60731,-0.75,0.12
02,39,52.2600,-34,20,32.000,For,60808,-1.59,0.23
02,39,52.5300,-34,27,32.300,For,61105,-0.76,0.14
02,39,52.5400,-34,23,52.600,For,61117,-1.27,0.12
02,39,52.5500,-34,34,09.300,For,61139,-1.50,0.12
02,39,52.6000,-34,36,52.900,For,61191,-1.27,0.14
02,39,52.7000,-34,24,23.200,For,61287,-0.88,0.12
02,39,52.7300,-34,23,52.000,For,61318,-1.48,0.16
02,39,52.7600,-34,28,27.100,For,61359,-0.93,0.13
02,39,52.7700,-34,26,48.000,For,61372,-1.05,0.14
02,39,52.8900,-34,28,36.900,For,61505,-0.71,0.11
02,39,53.0600,-34,35,58.800,For,61692,-0.27,0.14
02,39,53.1800,-34,26,11.900,For,61796,-1.31,0.17
02,39,53.2200,-34,31,29.300,For,61858,-0.69,0.11
02,39,53.2500,-34,34,35.700,For,61876,-0.97,0.12
02,39,53.3000,-34,36,26.800,For,61948,-1.26,0.15
02,39,53.4600,-34,21,25.200,For,62080,-1.01,0.11
02,39,53.5400,-34,19,44.700,For,62156,-2.23,0.29
02,39,53.6400,-34,28,25.100,For,62258,-0.54,0.12
02,39,53.8000,-34,30,40.400,For,62429,-0.76,0.11
02,39,53.8100,-34,28,57.900,For,62437,-1.10,0.13
02,39,53.8900,-34,27,57.200,For,62533,-0.82,0.13
02,39,53.9000,-34,27,38.100,For,62542,-1.20,0.12
02,39,53.9500,-34,28,03.300,For,62597,-0.57,0.12
02,39,54.0200,-34,32,07.800,For,62684,-1.20,0.12
02,39,54.1800,-34,25,45.300,For,62826,-0.95,0.14
02,39,54.2900,-34,20,56.300,For,62943,-1.25,0.13
02,39,54.4200,-34,24,01.100,For,63072,-0.96,0.12
02,39,54.4300,-34,38,55.800,For,63099,-1.08,0.11
02,39,54.5000,-34,36,01.700,For,63155,-1.14,0.12
02,39,54.6400,-34,39,02.200,For,63301,-1.28,0.23
02,39,54.8100,-34,32,12.000,For,63465,-0.99,0.11
02,39,55.1800,-34,28,52.400,For,63837,-0.96,0.12
02,39,55.2100,-34,29,43.900,For,63881,-2.21,0.16
02,39,55.2700,-34,37,27.100,For,63961,-0.98,0.12
02,39,55.2800,-34,30,10.900,For,63959,-1.03,0.11
02,39,55.3800,-34,29,54.800,For,64059,-0.97,0.11
02,39,55.3900,-34,35,20.500,For,64078,-0.87,0.12
02,39,55.4200,-34,37,41.300,For,64117,-0.95,0.13
02,39,55.5200,-34,34,26.200,For,64224,-0.96,0.12
02,39,55.5800,-34,36,59.600,For,64280,-0.93,0.14
02,39,55.6800,-34,38,21.700,For,64377,-0.57,0.11
02,39,55.9300,-34,35,38.800,For,64630,-0.85,0.11
02,39,56.0500,-34,25,12.100,For,64770,-0.90,0.12
02,39,56.1000,-34,35,43.100,For,64815,-1.06,0.11
02,39,56.3000,-34,20,21.600,For,65020,-0.78,0.12
02,39,56.3300,-34,31,35.400,For,65050,-0.70,0.11
02,39,56.5000,-34,26,21.100,For,65211,-0.76,0.14
02,39,56.5400,-34,19,47.500,For,65247,-1.21,0.12
02,39,56.5600,-34,28,11.500,For,65275,-1.10,0.11
02,39,56.8600,-34,34,51.100,For,65593,-1.26,0.12
02,39,56.9200,-34,21,48.700,For,65663,-0.93,0.12
02,39,57.0000,-34,22,10.400,For,65752,-0.78,0.12
02,39,57.2200,-34,34,47.900,For,66005,-0.87,0.11
02,39,57.2800,-34,19,32.800,For,66069,-0.80,0.13
02,39,57.3000,-34,31,21.000,For,66101,-0.64,0.11
02,39,57.3600,-34,22,36.700,For,66167,-1.65,0.13
02,39,57.3700,-34,25,23.800,For,66188,-1.03,0.12
02,39,57.4200,-34,29,58.500,For,66239,-0.64,0.11
02,39,57.6000,-34,35,26.600,For,66438,-0.45,0.11
02,39,58.0200,-34,35,52.200,For,66876,-1.04,0.15
02,39,58.0600,-34,34,34.800,For,66918,-2.25,0.14
02,39,58.2100,-34,32,05.300,For,67094,-0.99,0.11
02,39,58.2200,-34,25,49.200,For,67102,-0.92,0.12
02,39,58.3300,-34,24,33.600,For,67217,-0.98,0.12
02,39,58.4100,-34,21,09.800,For,67289,-1.15,0.14
02,39,58.5000,-34,35,06.200,For,67376,-1.07,0.13
02,39,58.6100,-34,22,02.100,For,67472,-1.12,0.12
02,39,58.6300,-34,22,37.800,For,67503,-0.75,0.11
02,39,58.7300,-34,34,40.500,For,67616,-0.80,0.11
02,39,58.7400,-34,24,24.500,For,67627,-0.98,0.11
02,39,58.7800,-34,36,19.200,For,67669,-1.44,0.12
02,39,59.1100,-34,20,22.000,For,68004,-1.02,0.12
02,39,59.1800,-34,20,02.100,For,68075,-0.90,0.12
02,39,59.3100,-34,25,46.000,For,68217,-0.71,0.11
02,39,59.3200,-34,21,10.000,For,68228,-0.80,0.11
02,39,59.4400,-34,32,12.600,For,68357,-1.06,0.11
02,39,59.5100,-34,22,58.800,For,68432,-1.17,0.11
02,39,59.7600,-34,27,19.600,For,68704,-1.01,0.12
02,39,59.8300,-34,25,03.500,For,68781,-1.48,0.15
02,39,59.8900,-34,32,15.100,For,68827,-0.66,0.13
02,40,00.1300,-34,19,34.900,For,69081,-0.80,0.13
02,40,00.1400,-34,19,41.800,For,69102,-1.29,0.11
02,40,00.2000,-34,36,32.700,For,69160,-0.60,0.12
02,40,00.3200,-34,28,21.300,For,69279,-1.00,0.11
02,40,00.3600,-34,31,43.700,For,69315,-0.72,0.11
02,40,00.3700,-34,32,43.600,For,69335,-1.16,0.12
02,40,00.4000,-34,33,07.700,For,69375,-1.04,0.11
02,40,00.5000,-34,33,34.600,For,69465,-1.48,0.11
02,40,00.5100,-34,37,03.300,For,69470,-1.16,0.11
02,40,00.5700,-34,32,21.500,For,69557,-1.03,0.11
02,40,00.7500,-34,26,02.600,For,69754,-0.79,0.12
02,40,01.6200,-34,36,23.900,For,70683,-1.02,0.12
02,40,01.7100,-34,30,02.700,For,70783,-0.60,0.11
02,40,01.7900,-34,26,01.000,For,70876,-1.16,0.12
02,40,01.8900,-34,26,22.600,For,70980,-1.62,0.19
02,40,01.9100,-34,33,01.000,For,70995,-0.92,0.15
02,40,02.0000,-34,36,58.200,For,71106,-1.63,0.12
02,40,02.0300,-34,34,28.500,For,71138,-1.01,0.12
02,40,02.0900,-34,36,32.700,For,71210,-0.66,0.11
02,40,02.1200,-34,32,39.900,For,71249,-1.22,0.12
02,40,02.1400,-34,38,02.700,For,71275,-0.68,0.11
02,40,02.3800,-34,19,10.100,For,71527,-1.03,0.11
02,40,02.4100,-34,30,37.600,For,71555,-1.01,0.11
02,40,02.5400,-34,30,56.700,For,71696,-1.05,0.12
02,40,02.6600,-34,33,49.900,For,71826,-1.38,0.12
02,40,02.7000,-34,33,02.900,For,71877,-1.70,0.12
02,40,02.8300,-34,35,17.200,For,72014,-0.56,0.11
02,40,02.8500,-34,36,34.900,For,72041,-0.60,0.11
02,40,02.8600,-34,26,08.700,For,72068,-1.20,0.12
02,40,03.0100,-34,26,31.500,For,72229,-0.61,0.13
02,40,03.0500,-34,37,04.200,For,72262,-1.33,0.12
02,40,03.4500,-34,28,59.700,For,72699,-1.23,0.12
02,40,03.4700,-34,19,31.200,For,72720,-0.55,0.12
02,40,03.7100,-34,34,19.500,For,72968,-1.03,0.11
02,40,03.7900,-34,26,17.900,For,73059,-1.01,0.11
02,40,03.9900,-34,20,42.100,For,73311,-1.04,0.14
02,40,04.1500,-34,37,15.400,For,73455,-0.90,0.11
02,40,04.1500,-34,33,59.300,For,73463,-1.45,0.21
02,40,04.2100,-34,37,54.100,For,73523,-0.46,0.13
02,40,04.2700,-34,33,47.600,For,73592,-0.94,0.12
02,40,04.3900,-34,27,11.600,For,73729,-0.52,0.11
02,40,04.4000,-34,23,16.200,For,73749,-0.66,0.13
02,40,04.4600,-34,23,46.400,For,73790,-1.00,0.12
02,40,04.5400,-34,31,59.900,For,73882,-1.52,0.14
02,40,04.6900,-34,19,53.600,For,74097,-1.33,0.16
02,40,04.7000,-34,24,32.700,For,74100,-0.98,0.12
02,40,04.9300,-34,24,01.400,For,74338,-1.28,0.13
02,40,04.9900,-34,36,32.900,For,74388,-1.24,0.11
02,40,05.0100,-34,21,37.200,For,74435,-1.07,0.13
02,40,05.0700,-34,23,54.000,For,74501,-1.01,0.11
02,40,05.1900,-34,32,50.700,For,74612,-1.20,0.13
02,40,05.1900,-34,33,58.700,For,74618,-0.79,0.11
02,40,05.2800,-34,35,35.600,For,74705,-0.78,0.11
02,40,05.3800,-34,27,31.000,For,74829,-1.22,0.16
02,40,05.3900,-34,33,51.500,For,74830,-0.88,0.12
02,40,05.4800,-34,32,42.700,For,74926,-0.96,0.11
02,40,05.5400,-34,29,16.500,For,74995,-0.76,0.11
02,40,05.6200,-34,34,56.800,For,75078,-0.65,0.12
02,40,05.6800,-34,19,31.400,For,75177,-0.98,0.12
02,40,05.7600,-34,28,18.400,For,75262,-1.15,0.12
02,40,05.9400,-34,32,00.800,For,75425,-1.36,0.11
02,40,06.0700,-34,35,34.900,For,75562,-1.21,0.11
02,40,06.0800,-34,37,05.500,For,75577,-0.89,0.14
02,40,06.1500,-34,28,52.200,For,75661,-1.07,0.11
02,40,06.3000,-34,28,29.100,For,75833,-0.91,0.12
02,40,06.3300,-34,34,59.900,For,75863,-1.21,0.14
02,40,06.4000,-34,23,55.000,For,75966,-1.23,0.14
02,40,06.4100,-34,25,13.800,For,75985,-0.68,0.12
02,40,06.4400,-34,25,18.900,For,76021,-0.86,0.12
02,40,06.5400,-34,34,26.700,For,76129,-1.20,0.11
02,40,06.7800,-34,19,42.500,For,76407,-1.02,0.12
02,40,06.7800,-34,29,27.400,For,76382,-1.05,0.11
02,40,07.0900,-34,37,02.900,For,76727,-2.17,0.12
02,40,07.1100,-34,25,20.800,For,76775,-0.73,0.11
02,40,07.2400,-34,26,05.800,For,76912,-1.19,0.12
02,40,07.3200,-34,33,53.800,For,76989,-0.72,0.11
02,40,07.4700,-34,29,36.000,For,77188,-0.70,0.12
02,40,07.5000,-34,21,58.500,For,77243,-0.73,0.11
02,40,07.5700,-34,20,05.000,For,77323,-1.13,0.13
02,40,07.8200,-34,22,13.500,For,77603,-1.01,0.11
02,40,07.9100,-34,37,16.000,For,77695,-0.78,0.11
02,40,07.9400,-34,35,35.200,For,77726,-2.13,0.12
02,40,08.3000,-34,33,18.400,For,78139,-1.08,0.12
02,40,08.3400,-34,28,41.000,For,78199,-1.15,0.11
02,40,08.4000,-34,28,58.300,For,78260,-0.67,0.12
02,40,08.5200,-34,26,00.400,For,78418,-0.88,0.12
02,40,08.5700,-34,23,17.900,For,78486,-1.28,0.15
02,40,08.5900,-34,36,56.700,For,78478,-2.14,0.16
02,40,08.6100,-34,35,11.000,For,78501,-0.87,0.12
02,40,08.9000,-34,26,29.200,For,78849,-0.76,0.13
02,40,08.9000,-34,34,09.800,For,78829,-0.82,0.11
02,40,09.0100,-34,37,14.200,For,78946,-1.16,0.11
02,40,09.1600,-34,32,59.800,For,79128,-1.13,0.12
02,40,09.4800,-34,29,47.900,For,79473,-1.04,0.11
02,40,09.5400,-34,22,39.100,For,79544,-1.23,0.12
02,40,09.5600,-34,36,01.800,For,79539,-1.11,0.12
02,40,09.8200,-34,21,17.700,For,79841,-0.94,0.12
02,40,09.8700,-34,29,08.400,For,79866,-0.95,0.11
02,40,09.9100,-34,30,09.400,For,79905,-1.06,0.12
02,40,09.9700,-34,29,59.100,For,1,-1.70,0.11
02,40,10.1700,-34,26,43.900,For,80198,-0.88,0.11
02,40,10.3900,-34,25,50.500,For,80425,-0.91,0.12
02,40,10.5000,-34,21,00.600,For,80560,-0.99,0.12
02,40,10.6100,-34,29,32.800,For,80692,-0.76,0.13
02,40,10.8000,-34,24,23.600,For,80899,-2.36,0.13
02,40,10.8300,-34,21,03.300,For,80931,-1.05,0.11
02,40,11.1600,-34,26,41.600,For,81261,-0.70,0.13
02,40,11.1700,-34,31,46.700,For,81270,-0.98,0.11
02,40,11.2600,-34,34,24.300,For,81355,-0.90,0.13
02,40,11.4600,-34,29,13.200,For,81604,-1.62,0.11
02,40,11.5100,-34,29,06.500,For,81652,-0.74,0.11
02,40,11.5300,-34,25,16.000,For,81681,-1.04,0.12
02,40,11.6800,-34,31,18.800,For,81839,-0.57,0.11
02,40,11.7200,-34,29,59.500,For,81876,-0.77,0.11
02,40,12.0700,-34,31,00.200,For,82225,-0.69,0.11
02,40,12.1200,-34,30,47.600,For,82274,-1.10,0.11
02,40,12.6600,-34,23,06.900,For,82858,-0.77,0.11
02,40,12.9300,-34,34,52.600,For,83114,-1.04,0.11
02,40,13.0600,-34,24,48.500,For,83294,-1.02,0.11
02,40,13.4300,-34,30,23.500,For,83650,-0.75,0.11
02,40,13.4400,-34,21,52.400,For,83692,-0.96,0.13
02,40,13.4700,-34,31,09.800,For,83690,-0.99,0.14
02,40,13.4900,-34,30,02.100,For,83709,-0.55,0.11
02,40,13.5700,-34,29,55.600,For,83806,-0.99,0.11
02,40,13.8100,-34,36,44.300,For,84038,-0.26,0.11
02,40,14.0000,-34,24,34.800,For,84268,-1.17,0.12
02,40,14.6000,-34,26,54.100,For,84915,-1.27,0.12
02,40,14.6400,-34,35,06.200,For,84939,-1.09,0.11
02,40,14.9400,-34,27,17.100,For,85253,-0.28,0.12
02,40,15.8100,-34,23,27.000,For,86130,-2.67,0.34
02,40,16.0200,-34,23,19.000,For,86365,-0.97,0.11
02,40,16.3700,-34,29,31.400,For,86716,-1.05,0.11
02,40,16.6200,-34,30,47.900,For,86931,-0.62,0.12
02,40,16.6500,-34,33,27.000,For,86952,-1.00,0.11
02,40,16.7600,-34,29,34.500,For,87114,-0.99,0.11
02,40,16.9300,-34,23,04.900,For,87309,-1.14,0.11
02,40,17.1600,-34,22,57.000,For,87534,-0.72,0.12
02,40,17.2300,-34,32,35.600,For,87573,-1.21,0.14
02,40,17.8100,-34,26,39.100,For,88200,-1.10,0.13
02,40,17.8600,-34,33,39.200,For,88227,-1.17,0.14
02,40,17.8700,-34,34,19.400,For,88229,-0.68,0.11
02,40,18.0100,-34,33,32.400,For,88374,-1.24,0.13
02,40,18.2200,-34,28,43.900,For,88599,-0.89,0.13
02,40,18.2700,-34,28,49.800,For,88665,-0.76,0.12
02,40,18.9400,-34,34,54.600,For,89332,-1.28,0.15
02,40,19.0300,-34,25,08.100,For,89454,-1.15,0.12
02,40,19.2700,-34,24,02.400,For,89714,-1.09,0.11
02,40,19.2900,-34,30,14.100,For,89706,-1.23,0.16
02,40,19.2900,-34,28,14.300,For,89716,-0.88,0.11
02,40,19.3300,-34,27,23.500,For,89756,-1.02,0.11
02,40,19.6500,-34,33,41.700,For,90067,-0.68,0.11
02,40,19.8100,-34,34,08.000,For,90218,-0.91,0.12
02,40,20.0700,-34,29,28.200,For,90531,-0.95,0.11
02,40,20.3300,-34,28,11.700,For,90784,-0.87,0.11
02,40,20.4700,-34,26,46.400,For,90923,-0.95,0.13
02,40,20.6800,-34,25,07.600,For,91138,-1.10,0.11
02,40,20.6900,-34,29,56.500,For,91122,-1.05,0.11
02,40,20.8300,-34,24,34.400,For,91289,-0.88,0.11
02,40,20.9100,-34,24,26.600,For,91375,-1.06,0.11
02,40,21.0000,-34,32,08.700,For,91425,-1.06,0.11
02,40,21.0300,-34,26,29.900,For,91497,-0.77,0.11
02,40,21.1700,-34,26,53.600,For,91645,-1.12,0.12
02,40,21.3500,-34,29,31.100,For,91792,-0.75,0.12
02,40,21.4900,-34,35,20.900,For,91907,-0.96,0.11
02,40,21.7500,-34,34,17.300,For,92187,-1.02,0.12
02,40,21.8700,-34,28,59.400,For,92332,-1.72,0.12
02,40,21.9400,-34,26,54.500,For,92405,-1.31,0.14
02,40,22.3800,-34,30,02.500,For,92873,-0.59,0.12
02,40,22.4000,-34,34,30.900,For,92874,-0.84,0.12
02,40,22.5900,-34,28,00.500,For,93080,-0.90,0.12
02,40,22.7600,-34,32,26.000,For,93254,-0.90,0.13
02,40,22.7700,-34,32,39.400,For,93262,-2.15,0.30
02,40,22.7800,-34,30,14.700,For,93286,-1.21,0.11
02,40,23.0400,-34,31,17.000,For,93532,-0.84,0.11
02,40,23.4400,-34,24,36.200,For,93971,-0.59,0.11
02,40,23.4700,-34,27,00.300,For,93987,-0.67,0.11
02,40,23.7900,-34,32,44.100,For,94288,-0.96,0.11
02,40,24.2300,-34,26,20.300,For,94789,-1.12,0.11
02,40,24.4900,-34,25,47.700,For,95068,-1.08,0.11
02,40,24.6000,-34,26,43.300,For,95176,-1.03,0.11
02,40,24.7300,-34,29,32.600,For,95284,-0.90,0.11
02,40,25.0000,-34,30,53.700,For,95545,-1.01,0.11
02,40,25.1300,-34,33,00.200,For,95661,-1.46,0.11
02,40,25.1600,-34,27,56.200,For,95705,-0.70,0.12
02,40,25.3300,-34,25,58.700,For,95852,-1.09,0.12
02,40,25.4700,-34,34,59.300,For,95938,-1.05,0.11
02,40,25.6900,-34,32,34.200,For,96157,-0.65,0.11
02,40,25.7100,-34,31,12.000,For,96181,-0.93,0.11
02,40,25.9200,-34,25,22.000,For,96380,-2.12,0.17
02,40,26.2700,-34,32,47.300,For,96687,-0.96,0.11
02,40,26.4600,-34,32,35.300,For,96853,-1.03,0.11
02,40,26.7200,-34,26,57.100,For,97081,-0.66,0.11
02,40,27.1000,-34,33,11.500,For,97369,-0.58,0.12
02,40,27.2500,-34,34,08.600,For,97478,-1.04,0.11
02,40,27.6800,-34,31,17.600,For,97816,-0.84,0.11
02,40,28.9200,-34,30,04.800,For,98783,-0.76,0.11
02,40,28.9300,-34,26,18.400,For,98811,-0.56,0.11
02,40,30.4800,-34,31,26.200,For,99998,-1.11,0.11
02,40,31.2100,-34,31,27.500,For,100554,-0.79,0.11
02,40,31.2900,-34,27,43.900,For,100618,-1.41,0.11
02,40,31.3300,-34,28,51.900,For,100650,-0.95,0.11
02,40,31.5700,-34,32,28.100,For,100804,-0.85,0.11
02,40,32.2600,-34,32,48.400,For,101263,-2.13,0.16
02,40,32.4500,-34,27,47.200,For,101408,-1.03,0.12
02,40,32.9500,-34,32,33.700,For,101748,-0.81,0.11
02,40,33.0300,-34,32,47.200,For,101800,-0.99,0.11
02,40,33.3100,-34,30,23.300,For,102014,-0.88,0.12
02,40,33.6100,-34,31,56.800,For,102192,-0.76,0.11
02,40,33.8600,-34,27,54.600,For,102376,-1.02,0.11
02,40,34.0900,-34,27,46.700,For,102525,-1.04,0.14
02,40,35.4300,-34,31,35.100,For,103384,-0.46,0.12
02,40,36.2900,-34,29,08.600,For,103950,-0.78,0.12
10,08,29.6900,+12,19,08.900,LeoI,22708,-1.31,0.22
02,40,36.7900,-34,33,06.000,For,104258,-1.20,0.13
02,40,36.8600,-34,31,49.000,For,104312,-0.59,0.11
02,40,37.0000,-34,30,16.800,For,104419,-0.65,0.12
02,40,37.0300,-34,29,27.000,For,104440,-2.29,0.21
02,40,38.1900,-34,30,00.500,For,105140,-0.69,0.11
02,40,38.3300,-34,32,29.600,For,105212,-0.98,0.11
02,40,38.7600,-34,31,18.400,For,105464,-1.42,0.13
02,40,39.0700,-34,32,56.200,For,105648,-1.09,0.11
02,40,39.5700,-34,32,11.000,For,105967,-0.63,0.11
02,40,41.0500,-34,30,08.900,For,106830,-1.14,0.15
02,40,45.3900,-34,31,15.100,For,109139,-0.76,0.11
10,07,30.4600,+12,21,32.600,LeoI,61790,-1.41,0.14
10,07,32.8700,+12,21,02.000,LeoI,61783,-1.64,0.16
10,07,34.8600,+12,12,43.900,LeoI,72493,-1.63,0.12
10,07,37.0100,+12,22,42.900,LeoI,61757,-1.63,0.13
10,07,37.3700,+12,22,27.300,LeoI,61755,-1.81,0.22
10,07,37.4400,+12,19,18.200,LeoI,61753,-2.37,0.16
10,07,38.5300,+12,13,11.000,LeoI,72464,-1.62,0.21
10,07,38.6000,+12,11,28.700,LeoI,72463,-1.49,0.12
10,07,40.1400,+12,21,32.200,LeoI,61738,-1.96,0.21
10,07,40.4300,+12,20,23.400,LeoI,61733,-1.83,0.12
10,07,40.9400,+12,13,03.600,LeoI,72449,-1.55,0.11
10,07,42.1500,+12,14,09.900,LeoI,72437,-1.66,0.19
10,07,46.4600,+12,16,20.700,LeoI,72394,-1.48,0.15
10,07,46.5800,+12,20,55.800,LeoI,61680,-1.70,0.11
10,07,48.9300,+12,23,25.400,LeoI,61666,-1.61,0.12
10,07,51.7300,+12,22,26.400,LeoI,61647,-1.37,0.12
10,07,51.8400,+12,21,14.100,LeoI,61645,-2.01,0.20
10,07,52.3200,+12,19,27.000,LeoI,61640,-2.69,0.13
10,07,52.9300,+12,20,20.500,LeoI,61636,-1.68,0.12
10,07,53.7000,+12,16,36.000,LeoI,72332,-1.44,0.12
10,07,55.8200,+12,17,54.200,LeoI,72295,-1.71,0.12
10,07,58.4100,+12,15,15.100,LeoI,72240,-1.34,0.16
10,07,59.2500,+12,20,35.900,LeoI,61563,-1.52,0.11
10,07,59.7900,+12,16,52.800,LeoI,72204,-1.38,0.12
10,08,00.0000,+12,21,08.900,LeoI,61551,-2.38,0.12
10,08,00.0100,+12,18,48.100,LeoI,61550,-1.77,0.12
10,08,00.8300,+12,20,40.800,LeoI,61536,-1.12,0.11
10,08,01.0100,+12,18,43.600,LeoI,61529,-1.54,0.12
10,08,01.0100,+12,20,21.600,LeoI,61531,-1.29,0.12
10,08,01.1600,+12,18,07.800,LeoI,72166,-1.44,0.12
10,08,01.2400,+12,21,19.600,LeoI,61524,-1.65,0.12
10,08,01.7800,+12,20,55.300,LeoI,61517,-1.21,0.11
10,08,01.8800,+12,17,55.500,LeoI,72134,-1.58,0.11
10,08,01.9600,+12,16,12.300,LeoI,72130,-1.27,0.12
10,08,02.1400,+12,17,35.400,LeoI,72123,-1.84,0.12
10,08,02.3500,+12,15,36.600,LeoI,72115,-1.53,0.19
10,08,02.6000,+12,16,52.000,LeoI,72107,-1.59,0.12
10,08,02.9300,+12,17,56.800,LeoI,72095,-1.68,0.12
10,08,03.2500,+12,20,17.700,LeoI,61492,-1.24,0.11
10,08,03.5600,+12,14,59.800,LeoI,72080,-1.78,0.19
10,08,03.6000,+12,19,24.900,LeoI,61483,-1.63,0.12
10,08,03.8500,+12,18,43.200,LeoI,61476,-1.39,0.11
10,08,04.0600,+12,13,46.700,LeoI,72061,-1.44,0.14
10,08,04.2200,+12,18,20.500,LeoI,72058,-1.37,0.13
10,08,04.4100,+12,19,10.300,LeoI,61462,-1.62,0.12
10,08,04.4700,+12,21,52.600,LeoI,61463,-1.48,0.13
10,08,04.5700,+12,17,55.600,LeoI,72044,-1.77,0.11
10,08,04.9400,+12,20,36.000,LeoI,61454,-1.17,0.12
10,08,05.1800,+12,19,26.300,LeoI,61444,-1.74,0.12
10,08,05.2300,+12,18,59.400,LeoI,61441,-1.37,0.12
10,08,05.2500,+12,14,54.400,LeoI,72013,-1.18,0.12
10,08,05.4700,+12,21,46.400,LeoI,61431,-1.51,0.11
10,08,05.7500,+12,21,12.000,LeoI,61423,-1.04,0.16
10,08,05.7700,+12,18,44.800,LeoI,61417,-1.49,0.12
10,08,05.8100,+12,19,56.500,LeoI,61416,-1.42,0.12
10,08,06.0100,+12,19,51.200,LeoI,61411,-1.59,0.12
